Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2011-08-17,29.9,30.2,27.55,28.1,29.2,53101.0,15.69
2011-08-18,27.8,27.8,27.75,27.75,27.75,2600.0,0.72
2011-08-19,26.4,26.4,26.4,26.4,26.4,150.0,0.04
2011-08-23,25.1,27.75,25.1,27.75,27.75,41611.0,11.25
2011-08-24,28.75,29.15,28.75,29.15,29.15,20986.0,6.11
2011-08-25,30.65,30.65,30.65,30.65,30.65,4108.0,1.26
2011-08-26,32.15,32.2,29.3,30.0,30.0,85490.0,25.91
2011-08-29,28.5,30.0,28.5,28.5,28.5,25504.0,7.32
2011-08-30,29.0,29.0,27.1,28.65,27.9,20464.0,5.62
2011-09-02,28.1,28.95,28.05,28.95,28.6,8972.0,2.56
2011-09-05,27.8,28.5,27.0,28.45,28.05,7759.0,2.12
2011-09-06,27.2,27.5,26.7,26.7,26.7,4207.0,1.14
2011-09-07,26.7,27.2,26.7,26.95,26.95,9491.0,2.55
2011-09-08,27.0,29.45,26.85,28.4,28.1,19356.0,5.53
2011-09-09,27.15,27.45,24.0,25.9,24.5,27158.0,7.02
2011-09-12,26.0,26.9,24.8,25.8,25.8,3823.0,0.97
2011-09-13,26.0,26.55,25.05,25.05,25.1,8317.0,2.16
2011-09-14,25.15,25.7,24.9,25.7,25.45,1606.0,0.4
2011-09-15,25.0,26.75,25.0,26.75,26.05,11194.0,2.9
2011-09-16,25.15,26.0,25.15,25.5,25.5,5812.0,1.49
2011-09-19,25.35,25.4,22.5,23.75,23.7,25677.0,6.18
2011-09-20,24.9,26.25,24.85,25.9,25.45,12932.0,3.3
2011-09-21,25.3,25.3,24.3,24.55,24.8,36851.0,9.1
2011-09-22,24.4,24.7,23.5,23.7,23.7,4040.0,0.97
2011-09-23,23.7,24.35,23.45,23.5,23.5,9214.0,2.18
2011-09-26,22.65,23.95,22.4,22.4,22.6,6890.0,1.56
2011-09-27,22.5,23.85,22.5,23.85,23.85,2630.0,0.62
2011-09-28,24.8,24.85,23.4,23.4,23.7,6972.0,1.71
2011-09-29,23.4,24.35,23.05,23.15,23.15,6802.0,1.59
2011-09-30,23.0,23.0,21.05,22.95,22.85,11722.0,2.67
2011-10-03,23.0,23.0,20.55,21.5,21.5,2474.0,0.53
2011-10-04,22.4,22.4,20.1,20.15,20.15,10966.0,2.31
2011-10-05,20.45,21.0,20.3,21.0,21.0,197.0,0.04
2011-10-07,21.1,22.0,21.1,21.3,21.35,7200.0,1.57
